time,distance,speed,accelerationX,accelerationY,accelerationZ,speedLimit,speedDifference,speedSeverity
1.7,0.52137477,28.2990322,0.0878365,0.111799181,0.120281681,80,-51.7,0
1.72,0.52926329,27.7694016,-0.593007267,0.2216257,0.137694508,80,-52.23,0
1.73,0.53693779,27.21216,0.071420126,-0.152220786,0.163739517,80,-52.79,0
1.75,0.54458356,26.7050724,0.034607977,0.165544257,0.126885191,80,-53.29,0
1.76,0.55021121,26.3304367,0.007474038,0.08199722,0.06541652,80,-53.67,0
1.79,0.55940065,26.1806469,0.018894937,0.07066739,0.010436898,80,-53.82,0
1.8,0.56679455,26.320385,0.030886464,-0.004861448,-0.054593917,80,-53.68,0
1.82,0.57417803,26.57617,-0.503345549,0.07471526,-0.027550433,80,-53.42,0
1.84,0.58159678,25.6379223,-0.025802778,0.01346517,0.378997177,80,-54.36,0
1.85,0.58859671,24.3120365,-0.04875947,0.037629783,0.353324145,80,-55.69,0
1.87,0.59534429,23.0855865,-0.019391777,-0.010690679,0.326695532,80,-56.91,0
1.89,0.6015695,21.9611855,0.07927394,0.007174461,0.3058893,80,-58.04,0
1.9,0.60759146,20.8827877,-0.035690494,0.000570206,0.303034,80,-59.12,0
1.92,0.61337542,19.9051361,-0.024508353,-0.000169101,0.29111734,80,-60.09,0
1.94,0.61892579,18.8559341,-0.0166069,0.000526803,0.275916129,80,-61.14,0
1.95,0.62420462,18.4796429,-0.009398911,-0.005723805,-0.000278024,90,-71.52,0
1.97,0.6293652,19.0139675,0.3497482,-0.003889759,-0.222811535,90,-70.99,0
1.99,0.63478513,19.89281,-0.112494141,0.000994837,-0.263854474,90,-70.11,0
2.01,0.64056771,20.7263184,-0.004043648,0.023013141,-0.143964112,90,-69.27,0
2.02,0.6464237,20.9780369,-0.597675,-0.001873181,-0.057743743,90,-69.02,0
2.04,0.65247835,21.2636833,-0.359869361,0.01571743,-0.108546093,90,-68.74,0
2.06,0.65853314,21.81392,0.101647794,0.03823521,-0.150095522,90,-68.19,0
2.07,0.6645958,22.2781563,0.06796856,0.002994044,-0.122462586,90,-67.72,0
2.08,0.66926725,22.8687172,0.444502831,0.002742955,-0.1888124,90,-67.13,0
2.1,0.67578661,23.51409,0.4299773,0.010689487,-0.156990856,90,-66.49,0
2.12,0.68248598,24.008482,-0.131306082,-0.018365093,-0.120777421,90,-65.99,0
2.14,0.69096844,24.4627266,0.3765814,0.012695029,-0.153002456,90,-65.54,0
2.15,0.69613884,25.2393913,-0.09824091,0.004324393,-0.262976,90,-64.76,0
2.17,0.70343854,26.43991,0.216115654,-0.02702195,-0.3774702,90,-63.56,0
2.19,0.71111624,28.0226078,0.258313954,-0.014061431,-0.480325282,90,-61.98,0
2.21,0.72131591,29.9391747,-0.061744347,-0.04931159,-0.561498642,90,-60.06,0
2.22,0.73007271,31.8130074,0.208223924,-0.08788927,-0.526214957,90,-58.19,0
2.24,0.73923117,33.7998466,-0.200080574,-0.090308994,-0.6167643,90,-56.2,0
2.26,0.74921099,36.1657829,0.463089317,0.07193435,-0.722334564,90,-53.83,0
2.27,0.75960533,38.8986473,-0.08306563,0.019489305,-0.7521592,90,-51.1,0
2.29,0.7707389,41.6658821,0.7615906,0.0368356,-0.7463683,90,-48.33,0
2.31,0.78277289,43.9514923,-0.327680737,-0.007264531,-0.718747,90,-46.05,0
2.33,0.79548052,46.5478935,-0.060016125,0.002327761,-0.677455,90,-43.45,0
2.34,0.8091477,48.62013,-0.034513682,-0.006881971,-0.6016579,90,-41.38,0
2.36,0.82282554,50.3551674,-0.024786506,0.012090422,-0.331760824,90,-39.64,0
2.38,0.83698279,51.17092,-0.013391381,0.006663247,-0.212886259,90,-38.83,0
2.39,0.8514634,51.8532181,-0.004401052,0.008157733,-0.106595054,90,-38.15,0
2.41,0.86591768,51.80299,0.563248634,0.07380327,0.101987571,90,-38.2,0
2.43,0.88033682,51.08873,-0.099290855,-0.015008917,0.231431112,90,-38.91,0
2.44,0.89460115,50.2964478,-0.1265808,0.014487001,0.234549776,90,-39.7,0
2.46,0.90920836,49.4871979,-0.115600422,0.003177197,0.233577013,90,-40.51,0
2.48,0.92270935,48.90055,0.00159457,0.004894113,0.12940298,90,-41.1,0
2.49,0.93624782,48.57643,0.001044903,-0.002069075,0.071608014,90,-41.42,0
2.51,0.94990218,48.3776169,-0.001283058,-0.002503197,0.047088068,90,-41.62,0
2.53,0.96355196,48.2579575,0.000320889,-0.000684307,0.034006953,90,-41.74,0
2.54,0.9770619,48.1459732,-0.027991679,4.01528E-06,0.028616555,90,-41.85,0
2.56,0.99056849,48.043457,-0.008435056,-0.004026124,0.027884105,90,-41.96,0
2.58,1.00386186,47.9567566,-0.0159223,0.000480346,0.022333495,90,-42.04,0
2.59,1.01733627,47.9086266,-0.044207722,-0.002301654,-0.002426791,90,-42.09,0
